A00.000 霍乱，由于O1群霍乱弧菌，霍乱生物型所致
Z63.700x091 与家中的健康问题有关的问题
Z63.700x092 与患病或受滋扰的家庭成员有关的问题
Z63.700x093 与孤立的家庭有关的问题
Z63.800 与家族有关的其他特指问题，具有潜在健康问题
Z63.800x001 与家庭不和有关的问题
Z63.800x002 与家中表现的高度情绪激动有关的问题
Z63.800x003 与家中交往不足有关的问题
Z63.800x004 与家中交往曲解有关的问题
Z63.900 与家族有关的问题，具有潜在健康问题
Z64.000 与不想要的妊娠有关的问题，具有潜在健康问题
Z64.000x001 与不想要的妊娠有关的问题
Z64.100 与多产有关的问题，具有潜在健康问题
Z64.100x001 与多产有关的问题
Z64.200 寻求和接受躯体、营养和化学性干预措施，这些措施已知是危险和有害的
Z64.300 寻求和接受行为和心理上的干预措施，这些措施已知是危险和有害的
Z64.400 与顾问不和有关，具有潜在健康问题
Z64.400x001 与监督缓刑犯的官员不和的有关问题
Z64.400x002 与社会工作者不和的有关问题
Z64.400x003 与顾问不和的有关问题
Z65.000 与在民事和刑事诉讼程序中定罪、未被监禁有关，具有潜在健康问题
Z65.100 与监禁和其他入狱有关，具有潜在健康问题
Z65.100x001 与监禁有关的问题
Z65.200 与从监狱释放有关的问题，具有潜在健康问题
Z65.300 与其他法律情况有关的问题逮捕，具有潜在健康问题
Z65.300x001 与逮捕有关的问题
Z65.300x002 与儿童监护有关的问题
Z65.300x003 与诉讼有关的问题
Z65.300x004 与起诉有关的问题
Z65.300x005 与抚养的诉讼程序有关的问题
Z65.400 与犯罪和恐怖主义的受害者有关，具有潜在健康问题
Z65.400x001 与犯罪行为的受害者有关的问题
Z65.400x002 与拷打的受害者有关的问题
Z65.400x003 与恐怖主义的受害者有关的问题
Z65.500 与暴露于灾害、战争和其他敌对行为有关，具有潜在健康问题
Z65.500x001 与暴露于灾害有关的问题
Z65.500x002 与暴露于敌对行为有关的问题
Z65.500x003 与暴露于战争有关的问题
Z65.800 与心理社会情况有关的其他特指问题，具有潜在健康问题
Z65.900 与心理社会情况有关的问题，具有潜在健康问题
Z70.000 与性态度有关的咨询
Z70.100 与病人的性行为和性取向有关的咨询
Z70.200 与第三方的性行为和性取向有关的咨询
Z70.300 综合涉及与性态度、性行为和性取向有关的咨询
Z70.800 性咨询，其他的
Z70.900 性咨询
Z71.000 代表他人咨询的人
Z71.100 未作诊断而具有恐惧主诉的人
Z71.200 为寻求解释调查结果的人
Z71.300 饮食的咨询和监督
Z71.400 酒精滥用的咨询和监督
Z71.500 药物滥用的咨询和监督
Z71.600 烟草滥用的咨询
Z71.700 人类免疫缺陷病毒[HIV]的咨询
Z71.800 咨询，其他特指的
Z71.900 咨询
Z72.000 与吸烟有关的医疗咨询
Z72.100 与饮酒有关的医疗咨询
Z72.200 与用药有关的医疗咨询
Z72.300 与缺乏身体锻炼有关的医疗咨询
Z72.400 与不恰当的饮食习惯有关的医疗咨询
Z72.500 与高危的性行为有关的医疗咨询
Z72.600 与赌博和打赌有关的医疗咨询
Z72.800 与生活方式有关的其他问题的医疗咨询
Z72.900 与生活方式有关的医疗咨询
Z73.000 与体力耗尽有关的医疗咨询
Z73.100 与个性品质增强有关的医疗咨询
Z73.100x001 与人格特征突出有关的问题
Z73.200 与缺乏休息和空暇时间有关的医疗咨询
Z73.300 与精神紧张有关的医疗咨询，不可归类在他处者
Z73.400 与社会技能不足有关的医疗咨询，不可归类在他处者
Z73.500 与社会职责冲突有关的医疗咨询，不可归类在他处者
Z73.600 与由于伤残引起的活动受限有关的医疗咨询
Z73.800 与生活管理困难有关其他问题的医疗咨询
Z73.900 与生活管理困难有关的问题的医疗咨询
Z74.000 由于活动能力降低而需要帮助
Z74.100 与需要人员帮助和照顾有关
Z74.100x001 院外无人承担看护
Z74.200 与在家需要帮助且无其他家庭成员能够给予照顾有关
Z74.300 与需要持续的监护有关
Z74.800 与依赖于照料人员有关的其他问题
Z74.900 与依赖于照料人员有关的问题
Z75.000 与家中不具备医疗条件有关
Z75.100 等待住入他处有充足医疗设施场所的人
Z75.200 其他为检查和治疗而处于等待期的人
Z75.300 与不具备及得不到卫生保健设施有关
Z75.400 与不具备及得不到其他辅助设施有关
Z75.500 与假日解除照料有关
Z75.800 与医疗设施和其他卫生保健有关的其他问题
Z75.800x001 临终看护
Z75.900 与医疗设施和其他卫生保健有关的问题
Z75.900x001 由它院转入
Z76.000 在保健机构再次开处方
Z76.100 保健机构对弃婴的健康监督和照料
Z76.200 保健机构对其他健康婴儿和儿童的健康监督和照料
Z76.201 生病母亲健康婴儿监督和照料
Z76.300 在保健机构中陪伴病人的健康人
Z76.400 在卫生保健设施中其他的寄膳者
Z76.500 在保健机构中诈病者[蓄意装病]
Z76.800 在其他特指情况下与保健机构接触的人
Z76.800x001 拒尊医嘱并离院
Z76.900 在未特指情况下与保健机构接触的人
Z80.000 消化器官恶性肿瘤家族史
Z80.001 胃肠道恶性肿瘤家族史
Z80.002 大肠恶性肿瘤家族史
Z80.100 气管、支气管和肺恶性肿瘤家族史
Z80.200 呼吸和胸腔内器官恶性肿瘤家族史，其他的
Z80.300 乳房恶性肿瘤家族史
Z80.400 生殖器官恶性肿瘤家族史
Z80.401 卵巢恶性肿瘤家族史
Z80.500 泌尿道恶性肿瘤家族史
Z80.600 白血病家族史
Z80.700 淋巴、造血和有关组织恶性肿瘤家族史
Z80.800 器官或系统恶性肿瘤家族史,其他的
Z80.801 涎腺恶性肿瘤家族史
Z80.900 恶性肿瘤家族史
Z81.000 精神发育迟缓家族史
Z81.000x001 精神发育迟滞家族史
Z81.100 酒精滥用家族史
Z81.200 烟草滥用家族史
Z81.300 精神活性物质滥用家族史，其他的
Z81.400 家族史，其他物质滥用的
Z81.800 精神和行为障碍家族史，其他的
Z82.000 癫痫和神经系统其他疾病家族史
Z82.000x001 癫痫病家族史
Z82.100 盲和视力丧失家族史
Z82.200 聋和听力丧失家族史
Z82.300 脑卒中家族史
Z82.300x001 中风家族史
Z82.400 缺血性心脏病和其他循环系统疾病家族史
Z82.500 哮喘和其他慢性下呼吸道疾病家族史
Z82.600 关节炎和肌肉骨骼系统和结缔组织其他疾病家族史
Z82.700 先天性畸形、变形和染色体异常家族史
Z82.701 唐氏综合征家族史
Z82.800 导致劳动能力丧失的某些伤残和慢性疾病家族史，不可归类在他处者
Z83.000 人类免疫缺陷病毒[HIV]病家族史
Z83.100 传染病和寄生虫病家族史，其他的
Z83.200 血液及造血器官疾病和某些涉及免疫机制的疾患家族史
Z83.201 血友病家族史
Z83.300 糖尿病家族史
Z83.400 内分泌、营养和代谢疾病家族史，其他的
Z83.500 眼和耳疾患家族史
Z83.600 呼吸系统疾病家族史
Z83.700 消化系统疾病家族史
Z84.000 皮肤和皮下组织疾病家族史
Z84.100 肾和输尿管疾患家族史
Z84.200 泌尿生殖系统其他疾病家族史
Z84.201 生殖系统疾病家族史
Z84.300 同血缘家族史
Z84.800 家族史，其他特指情况
Z85.000 消化器官恶性肿瘤个人史
Z85.000x001 胆囊恶性肿瘤史
Z85.000x008 胆道恶性肿瘤史
Z85.001 食管恶性肿瘤个人史
Z85.002 胃恶性肿瘤个人史
Z85.003 小肠恶性肿瘤个人史
Z85.004 盲肠恶性肿瘤个人史
Z85.005 阑尾恶性肿瘤个人史
Z85.006 结肠恶性肿瘤个人史
Z85.007 直肠恶性肿瘤个人史
Z85.008 肝恶性肿瘤个人史
Z85.009 胰腺恶性肿瘤个人史
Z85.100 气管、支气管和肺恶性肿瘤个人史
Z85.101 肺恶性肿瘤个人史
Z85.200 呼吸和胸腔内器官，其他的恶性肿瘤个人史
Z85.201 呼吸系统恶性肿瘤个人史
Z85.203 鼻窦恶性肿瘤个人史
Z85.204 喉恶性肿瘤个人史
Z85.205 胸腺恶性肿瘤个人史
Z85.300 乳房恶性肿瘤个人史
Z85.300x001 乳腺恶性肿瘤史
Z85.400 生殖器官恶性肿瘤个人史
Z85.400x003 子宫恶性肿瘤史
Z85.400x008 附睾恶性肿瘤史
Z85.401 外阴恶性肿瘤个人史
Z85.402 子宫内膜恶性肿瘤个人史
Z85.403 宫颈恶性肿瘤个人史
Z85.404 卵巢恶性肿瘤个人史
Z85.406 绒毛膜癌个人史
Z85.407 前列腺恶性肿瘤个人史
Z85.408 阴茎恶性肿瘤个人史
Z85.409 睾丸恶性肿瘤个人史
Z85.500 泌尿道恶性肿瘤个人史
Z85.500x002 肾盂恶性肿瘤史
Z85.501 肾恶性肿瘤个人史
Z85.502 输尿管恶性肿瘤个人史
Z85.503 膀胱恶性肿瘤个人史
Z85.600 白血病个人史
Z85.600x001 白血病史
Z85.700 淋巴、造血和有关组织其他恶性肿瘤个人史
Z85.700x001 多发性骨髓瘤史
Z85.701 恶性淋巴瘤个人史
Z85.800 器官和系统恶性肿瘤个人史,其他的
Z85.800x002 口底恶性肿瘤史
Z85.800x003 口咽恶性肿瘤史
Z85.800x005 下咽部恶性肿瘤史
Z85.800x006 脊髓恶性肿瘤史
Z85.800x011 恶性黑色素瘤史
Z85.801 脑恶性肿瘤个人史
Z85.802 口腔恶性肿瘤个人史
Z85.803 舌恶性肿瘤个人史
Z85.804 甲状腺恶性肿瘤个人史
Z85.805 扁桃体恶性肿瘤个人史
Z85.806 腮腺恶性肿瘤个人史
Z85.807 胸内恶性肿瘤个人史
Z85.808 腹膜恶性肿瘤个人史
Z85.809 鼻咽恶性肿瘤个人史
Z85.810 皮肤恶性肿瘤个人史
Z85.900 恶性肿瘤个人史
Z86.000 肿瘤个人史，其他的
Z86.001 宫颈原位肿瘤个人史
Z86.002 肾上腺良性肿瘤个人史
Z86.003 恶性葡萄胎个人史
Z86.100 传染病和寄生虫病个人史
Z86.100x021 脊髓灰质炎病史
Z86.100x031 疟疾病史
Z86.100x801 严重急性呼吸综合征个人史
Z86.101 伤寒个人史
Z86.102 血吸虫病个人史
Z86.103 梅毒个人史
Z86.104 结核个人史
Z86.200 血液和造血器官疾病和某些涉及免疫机制的疾患个人史
Z86.200x001 血液和造血器官疾病史
Z86.200x002 免疫系统疾病史
Z86.300 内分泌、营养和代谢疾病个人史
Z86.300x001 甲状腺功能亢进史
Z86.301 营养缺乏个人史
Z86.400 精神活性物质滥用个人史
Z86.500 精神和行为障碍个人史，其他的
Z86.501 精神病个人史
Z86.600 神经系统和感觉器官疾病个人史
Z86.600x001 视力问题个人史
Z86.600x002 听觉问题个人史
Z86.600x003 嗅觉和味觉问题个人史
Z86.600x004 发声问题个人史
Z86.600x005 吞咽和咀嚼问题个人史
Z86.700 循环系统疾病个人史
Z86.701 病毒性心肌炎个人史
Z86.702 脑出血个人史
Z86.703 脑梗死个人史
Z87.000 呼吸系统疾病个人史
Z87.100 消化系统疾病个人史
Z87.100x011 消化性溃疡个人史
Z87.100x021 结肠息肉个人史
Z87.200 皮肤和皮下组织疾病个人史
Z87.300 肌肉骨骼系统和结缔组织疾病个人史
Z87.400 泌尿生殖系统疾病个人史
Z87.500 妊娠、分娩和产褥期并发症个人史
Z87.500x001 绒毛膜上皮性疾病个人史
Z87.500x003 剖宫产个人史
Z87.500x004 异位妊娠个人史
Z87.500x005 不良孕产个人史
Z87.600 起源于围生期的某些情况个人史
Z87.600x001 围生期问题个人史
Z87.700 先天性畸形、变形和染色体异常个人史
Z87.701 先天异常疾病个人史
Z87.800 个人史，其他特指情况的
Z88.000 青霉素过敏个人史
Z88.000x001 青霉素过敏史
Z88.100 抗生素制剂过敏个人史，其他的
Z88.101 链霉素过敏个人史
Z88.102 氟哌酸过敏个人史
Z88.200 磺胺类药过敏个人史
Z88.200x001 磺胺类药过敏史
Z88.300 抗感染制剂过敏个人史，其他的
Z88.300x001 抗感染剂过敏史
Z88.301 呋喃坦啶过敏个人史
Z88.302 痢特灵过敏个人史
Z88.400 麻醉药过敏个人史
Z88.400x001 麻醉剂过敏史
Z88.500 麻醉品过敏个人史
Z88.500x001 催眠剂过敏史
Z88.600 镇痛药过敏个人史
Z88.600x001 镇痛药过敏史
Z88.700 血清和疫苗过敏个人史
Z88.700x001 血清和疫苗过敏史
Z88.800 对其他药物、药剂和生物制品过敏个人史
Z88.801 阿托品过敏个人史
Z88.802 氨茶碱过敏个人史
Z88.803 鼻炎宁冲剂过敏个人史
Z88.804 别嘌呤醇过敏个人史
Z88.805 低分子右旋糖酐过敏个人史
Z88.806 颠茄过敏个人史
Z88.807 碘剂过敏个人史
Z88.808 泛影葡胺过敏个人史
Z88.811 汞剂过敏个人史
Z88.812 甲氰咪胍过敏个人史
Z88.813 酒精过敏个人史
Z88.814 抗高血压药过敏个人史
Z88.815 抗甲状腺素药过敏个人史
Z88.817 麻黄素过敏个人史
Z88.818 灭吐灵过敏个人史
Z88.819 脑益嗪过敏个人史
Z88.820 扑尔敏过敏个人史
Z88.821 氢化可的松过敏个人史
Z88.822 肾上腺素过敏个人史
Z88.823 心律平过敏个人史
Z88.824 烟酸过敏个人史
Z88.825 优降糖过敏个人史
Z88.900 对药物、药剂和生物制品过敏个人史
Z88.900x001 药物过敏史
Z89.000 单侧手指[包括拇指]后天性缺失
Z89.000x001 后天性单侧手指缺失
Z89.000x002 后天性单侧指缺损
Z89.000x003 后天性单侧拇指缺损
Z89.100 手和腕后天性缺失
Z89.100x001 后天性手和腕缺失
Z89.200 腕以上的上肢后天性缺失
Z89.200x002 后天性肱骨缺失
Z89.300 双上肢[任何水平]后天性缺失
Z89.300x002 后天性双侧指缺失
Z89.400 足和踝后天性缺失
Z89.400x001 后天性足和踝缺失
Z89.401 后天性趾缺失
Z89.500 膝或膝以下小腿后天性缺失
Z89.500x002 后天性小腿缺失
Z89.600 膝以上大腿后天性缺失
Z89.600x001 手术后股骨缺失
Z89.600x002 后天性膝以上大腿缺失
Z89.700 双下肢后天性缺失[任何水平，除外仅趾]
Z89.700x001 后天性双下肢缺失
Z89.800 上肢和下肢后天性缺失[任何水平]
Z89.800x001 后天性上肢和下肢缺失
Z89.900 四肢后天性缺失
Z89.900x001 后天性四肢缺失
Z90.000 头和颈部分后天性缺失
Z90.000x001 后天性头部器官缺失
Z90.000x002 后天性头皮缺失
Z90.000x003 手术后颅骨缺失
Z90.000x004 手术后颌骨缺损
Z90.000x005 后天性上颌骨缺失
Z90.000x006 后天性无眼球
Z90.000x007 后天性上腭缺损
Z90.000x008 后天性下颌骨缺失
Z90.000x009 后天性喉缺失
Z90.000x010 后天性睫毛缺失
Z90.000x011 后天性睑缘缺失
Z90.000x012 后天性颊的缺损
Z90.000x013 后天性颧骨缺失
Z90.000x014 后天性眶壁缺失
Z90.000x015 后天性眼睑缺失
Z90.000x016 后天性颅骨缺损
Z90.000x017 后天性额部缺损
Z90.000x018 后天性颞部缺损
Z90.000x019 后天性面部缺损
Z90.000x021 后天性唇缺失
Z90.000x022 后天性耳缺损
Z90.000x023 后天性耳廓缺损
Z90.001 眼球摘除术后状态
Z90.002 后天性鼻缺失
Z90.100 乳房后天性缺失
Z90.100x001 后天性乳房缺失
Z90.200 肺[部分]后天性缺失
Z90.200x001 后天性肺[部分]缺失
Z90.300 胃部分后天性缺失
Z90.300x001 后天性胃部分缺失
Z90.400 消化道其他部分后天性缺失
Z90.400x001 后天性结肠[部分]缺失
Z90.400x002 后天性消化道部分缺失
Z90.400x003 后天性胆囊缺失
Z90.401 食管切除术后状态
Z90.402 食管部分切除术后状态
Z90.403 小肠部分切除术后状态
Z90.404 全结肠切除术后状态
Z90.405 结肠部分切除术后状态
Z90.406 直肠切除术后状态
Z90.407 胰腺切除术后状态
Z90.500 肾后天性缺失
Z90.500x001 手术后肾缺失
Z90.600 泌尿道其他部分后天性缺失
Z90.600x002 后天性膀胱缺失
Z90.600x003 后天性输尿管缺失
Z90.700 生殖器官后天性缺失
Z90.700x002 后天性阴囊缺失
Z90.700x003 后天性龟头缺失
Z90.700x005 后天性阴茎缺失
Z90.700x006 后天性卵巢缺失
Z90.701 子宫切除术后状态
Z90.702 子宫部分切除术后状态
Z90.703 宫颈切除术后状态
Z90.704 单侧卵巢切除术后状态
Z90.705 双侧卵巢切除术后状态
Z90.706 单侧输卵管卵巢切除术后状态
Z90.707 双侧输卵管卵巢切除术后状态
Z90.708 前列腺切除术后状态
Z90.709 睾丸切除术后状态
Z90.800 器官后天性缺失,其他的
Z90.800x002 后天性肋骨缺失
Z91.000 非药物和生物制品过敏个人史
Z91.100 不服从医疗和医疗制度个人史
Z91.200 个人卫生不良个人史
Z91.300 有害健康的作息安排个人史
Z91.400 心理创伤个人史，不可归类在他处者
Z91.400x001 心理创伤史
Z91.500 自我伤害个人史
Z91.500x001 假自杀史
Z91.500x003 自杀企图史
Z91.501 服毒个人史
Z91.600 身体创伤个人史,其他的
Z91.601 损伤个人史
Z91.700 女性生殖器官切割史
